ID,Region,VISN,AdminParent,StationNumber,MHClinicPhone,MHPhone,Extension,OfficialStationName,POC Email,Status,Modified,Created,AddedToOutbox
612,3,V10,506,506GB,7348453414,734-845-3414,NULL,Flint VA Clinic,brian.oliver2@va.gov,UPDATED,2019-09-18 16:46:18.000,2016-10-21 07:48:05.000,2019-09-20 13:00:21.273
613,3,V10,506,506GC,7348453414,734-845-3414,NULL,Jackson VA Clinic,brian.oliver2@va.gov,UPDATED,2019-09-18 16:51:27.000,2016-10-21 07:48:58.000,2019-09-20 13:00:21.273
614,1,V02,620,620GA,9147374400,914-737-4400,2330,New City VA Clinic,anthony.avery@va.gov,UPDATED,2019-09-15 01:05:39.000,2016-10-21 08:00:51.000,2019-09-20 13:00:21.273
615,1,V02,620,620GB,9147374400,914-737-4400,2330,Carmel VA Clinic,anthony.avery@va.gov,UPDATED,2019-08-06 06:56:25.000,2016-10-21 08:02:01.000,2019-09-20 13:00:21.273
616,1,V02,620,620GD,9147374400,914-737-4400,2330,Goshen VA Clinic,anthony.avery@va.gov,UPDATED,2019-08-06 06:56:20.000,2016-10-21 08:02:43.000,2019-09-20 13:00:21.273
617,1,V02,620,620GE,9147374400,914-737-4400,2330,Port Jervis VA Clinic,anthony.avery@va.gov,UPDATED,2019-09-17 00:35:29.000,2016-10-21 08:03:20.000,2019-09-20 13:00:21.273
618,1,V02,620,620GG,9147374400,914-737-4400,2330,Poughkeepsie VA Clinic,anthony.avery@va.gov,UPDATED,2019-08-13 00:20:26.000,2016-10-21 08:03:45.000,2019-09-20 13:00:21.273
619,4,V16,598,598GA,5012573092,501-257-3092,NULL,Mountain Home VA Clinic,james.french2@va.gov,UPDATED,2019-09-15 02:26:44.000,2016-10-21 08:04:06.000,2019-09-20 13:00:21.273
620,4,V16,598,598GH,5012573092,501-257-3092,NULL,Russellville VA Clinic,james.french2@va.gov,UPDATED,2019-09-15 02:26:54.000,2016-10-21 08:04:59.000,2019-09-20 13:00:21.273
621,4,V16,598,598GG,5012573092,501-257-3092,NULL,Conway VA Clinic,james.french2@va.gov,UPDATED,2019-09-14 19:41:12.000,2016-10-21 08:05:48.000,2019-09-20 13:00:21.273
622,4,V16,598,598GD,5012573092,501-257-3092,NULL,Mena VA Clinic,james.french2@va.gov,UPDATED,2019-09-15 02:35:55.000,2016-10-21 08:06:49.000,2019-09-20 13:00:21.273
623,4,V16,598,598GC,5012573092,501-257-3092,NULL,Hot Springs VA Clinic,james.french2@va.gov,UPDATED,2019-09-15 02:26:57.000,2016-10-21 08:07:31.000,2019-09-20 13:00:21.273
624,4,V16,598,598GB,5012573092,501-257-3092,NULL,El Dorado VA Clinic,james.french2@va.gov,UPDATED,2019-09-15 02:35:52.000,2016-10-21 08:08:21.000,2019-09-20 13:00:21.273
625,4,V16,598,598GE,5012573092,501-257-3092,NULL,Pine Bluff VA Clinic,james.french2@va.gov,UPDATED,2019-09-14 19:45:44.000,2016-10-21 08:09:02.000,2019-09-20 13:00:21.273
626,4,V16,598,598GF,5012573092,501-257-3092,NULL,Searcy VA Clinic,james.french2@va.gov,UPDATED,2019-09-15 02:50:28.000,2016-10-21 08:09:37.000,2019-09-20 13:00:21.273
627,4,V16,598,598,5012573092,501-257-3092,NULL,John L. McClellan Memorial Veterans' Hospital,james.french2@va.gov,UPDATED,2019-09-14 19:41:07.000,2016-10-21 08:10:40.000,2019-09-20 13:00:21.273
628,2,V09,596,596A4,8592813223,859-281-3223,0,Lexington VA Medical Center-Cooper,sue.rice@va.gov,UPDATED,2019-09-18 16:40:36.000,2016-10-21 08:36:05.000,2019-09-20 13:00:21.273
629,2,V09,596,596GA,8592813223,859-281-3223,0,Somerset VA Clinic,sue.rice@va.gov,UPDATED,2019-09-18 16:40:36.000,2016-10-21 08:36:46.000,2019-09-20 13:00:21.273
630,1,V02,528,528GE,5854632600,585-463-2600,NULL,Rochester VA Clinic,kevin.whittaker@va.gov,UPDATED,2019-09-16 08:27:53.000,2016-10-21 08:37:17.000,2019-09-20 13:00:21.273
631,2,V09,596,596GB,8592813223,859-281-3223,0,Morehead VA Clinic,sue.rice@va.gov,UPDATED,2019-09-15 02:20:55.000,2016-10-21 08:37:42.000,2019-09-20 13:00:21.273
632,2,V09,596,596GC,8592813223,859-281-3223,0,Hazard VA Clinic,sue.rice@va.gov,UPDATED,2019-09-18 16:36:40.000,2016-10-21 08:38:19.000,2019-09-20 13:00:21.273
633,2,V09,596,596GD,8592813223,859-281-3223,0,Berea VA Clinic,sue.rice@va.gov,UPDATED,2019-09-18 16:36:47.000,2016-10-21 08:38:49.000,2019-09-20 13:00:21.273
634,3,V10,515,515BY,6162495300,616-249-5300,30334,Wyoming VA Clinic,william.bloem@va.gov,UPDATE DUE,2019-09-06 22:15:39.000,2016-10-21 08:44:24.000,2019-09-20 13:00:21.273
635,3,V10,515,515GA,2317984445,231-798-4445,39702,Muskegon VA Clinic,william.bloem@va.gov,UPDATE DUE,2019-09-15 02:21:29.000,2016-10-21 08:45:19.000,2019-09-20 13:00:21.273
636,3,V10,515,515GB,5172673925,517-267-3925,37804,Lansing South VA Clinic,william.bloem@va.gov,UPDATE DUE,2019-09-07 22:40:44.000,2016-10-21 08:46:13.000,2019-09-20 13:00:21.273
637,3,V10,515,515GC,2699349123,269-934-9123,39601,Benton Harbor VA Clinic,william.bloem@va.gov,UPDATE DUE,2019-09-06 22:15:38.000,2016-10-21 08:47:05.000,2019-09-20 13:00:21.273
638,2,V07,508,508GA,4043216111,404-321-6111,121776,Fort McPherson VA Clinic,erin.elliott@va.gov,UPDATED,2019-09-18 14:43:22.000,2016-10-21 09:02:54.000,2019-09-20 13:00:21.273
639,2,V07,508,508GE,4043216111,404-321-6111,8238,Oakwood VA Clinic,fionan.ogriofa@va.gov,PENDING POC,2018-07-27 19:25:16.000,2016-10-21 09:03:59.000,2019-09-20 13:00:21.273
640,1,V05,517,517,3042552121,304-255-2121,4480,Beckley VA Medical Center,anna.verschoore@va.gov,PENDING POC,2018-07-27 21:58:53.000,2016-10-21 09:04:18.000,2019-09-20 13:00:21.273
641,2,V07,508,508GF,4043216111,404-321-6111,2150,Austell VA Clinic,fionan.ogriofa@va.gov,PENDING POC,2018-07-27 21:24:42.000,2016-10-21 09:05:19.000,2019-09-20 13:00:21.273
642,3,V15,589,589GJ,9136822000,913-682-2000,NULL,Wyandotte County VA Clinic,alfred.mooney@va.gov,PENDING POC,2018-07-27 22:18:10.000,2016-10-21 09:06:00.000,2019-09-20 13:00:21.273
643,2,V07,508,508GG,4043216111,404-321-6111,202209,Stockbridge VA Clinic,erin.elliott@va.gov,UPDATED,2019-09-18 14:41:11.000,2016-10-21 09:06:12.000,2019-09-20 13:00:21.273
644,3,V15,589,589GI,9136822000,913-682-2000,NULL,St. Joseph VA Clinic,alfred.mooney@va.gov,PENDING POC,2018-07-27 22:13:52.000,2016-10-21 09:06:46.000,2019-09-20 13:00:21.273
645,2,V07,508,508GH,4043216111,404-321-6111,121569,Lawrenceville VA Clinic,fionan.ogriofa@va.gov,PENDING POC,2018-07-27 21:59:11.000,2016-10-21 09:07:17.000,2019-09-20 13:00:21.273
646,3,V15,589,589GR,7853503111,785-350-3111,54335,Junction City VA Clinic,alfred.mooney@va.gov,PENDING POC,2018-07-27 21:58:20.000,2016-10-21 09:07:26.000,2019-09-20 13:00:21.273
647,3,V15,589,589GU,7853503111,785-350-3111,54335,Lawrence VA Clinic,alfred.mooney@va.gov,PENDING POC,2018-07-27 21:35:51.000,2016-10-21 09:07:53.000,2019-09-20 13:00:21.273
648,2,V07,508,508GI,4043126111,404-312-6111,203571,Newnan VA Clinic,erin.elliott@va.gov,UPDATED,2019-09-18 14:43:24.000,2016-10-21 09:08:16.000,2019-09-20 13:00:21.273
649,2,V07,508,508GJ,4043216111,404-321-6111,4579,Blairsville VA Clinic,fionan.ogriofa@va.gov,PENDING POC,2018-07-27 22:18:56.000,2016-10-21 09:09:07.000,2019-09-20 13:00:21.273
650,2,V07,509,509,7067330188,706-733-0188,6206,Charlie Norwood Department of Veterans Affairs Medical Center,lisa.gerardot@va.gov,UPDATED,2019-09-18 14:41:11.000,2016-10-21 09:10:40.000,2019-09-20 13:00:21.273
651,1,V01,402,402HC,2077713500,207-771-3500,3501,Portland VA Clinic,michelle.tancrede@va.gov,UPDATED,2019-09-15 00:46:27.000,2016-10-21 09:14:25.000,2019-09-20 13:00:21.273
652,2,V07,509,509GA,7067330188,706-733-0188,5512,Athens VA Clinic,mimi.yilma@va.gov,PENDING POC,2019-08-07 14:27:00.000,2016-10-21 09:19:39.000,2019-09-20 13:00:21.273
653,2,V07,509,509GB,8036439016,803-643-9016,NULL,Aiken VA Clinic,kunal.patel03@va.gov,UPDATED,2019-09-18 14:46:16.000,2016-10-21 09:21:38.000,2019-09-20 13:00:21.273
654,2,V07,521,521GJ,2059338101,205-933-8101,5508,Birmingham VA Clinic,melissa.evans4@va.gov,UPDATE DUE,2019-09-14 21:11:02.000,2016-10-21 09:22:39.000,2019-09-20 13:00:21.273
655,2,V07,521,521GG,2054283495,205-428-3495,7932,Bessemer VA Clinic,barbara.turner2@va.gov,UPDATE DUE,2019-09-18 14:42:00.000,2016-10-21 09:23:32.000,2019-09-20 13:00:21.273
656,2,V07,521,521GH,2563789026,256-378-9026,NULL,Childersburg VA Clinic,margaret.sarris@va.gov,UPDATED,2019-09-18 14:41:11.000,2016-10-21 09:24:16.000,2019-09-20 13:00:21.273
657,2,V07,521,521GI,2565824033,256-582-4033,7343,Guntersville VA Clinic,pamela.prestridge@va.gov,UPDATED,2019-09-16 18:00:22.000,2016-10-21 09:24:58.000,2019-09-20 13:00:21.273
658,2,V07,521,521GA,2565338477,256-533-8477,7469,Huntsville VA Clinic,michele.rivard@va.gov,PENDING POC,2018-08-10 19:24:20.000,2016-10-21 09:25:50.000,2019-09-20 13:00:21.273
659,2,V07,521,521GF,2052217384,205-221-7384,5508,Jasper VA Clinic,roger.singleton@va.gov,UPDATED,2019-09-11 09:01:41.000,2016-10-21 09:33:40.000,2019-09-20 13:00:21.273
660,2,V07,544,544BZ,8642991600,864-299-1600,2837,Greenville VA Clinic,tandi.gilmore@va.gov,UPDATED,2019-09-18 15:11:48.000,2016-10-21 09:38:01.000,2019-09-20 13:00:21.273
661,2,V07,544,544GB,8037764000,803-776-4000,2016,Florence VA Clinic,jessica.allinger@va.gov,UPDATE DUE,2019-09-18 15:11:52.000,2016-10-21 09:38:41.000,2019-09-20 13:00:21.273
663,2,V07,521,521GD,2564137154,256-413-7154,NULL,Rainbow City VA Clinic,jerry.bynum@va.gov,UPDATED,2019-09-18 14:46:19.000,2016-10-21 09:45:16.000,2019-09-20 13:00:21.273
664,2,V07,521,521GE,2568324141,256-832-4141,NULL,Oxford VA Clinic,steve.johnson5@va.gov,UPDATE DUE,2019-09-18 14:42:01.000,2016-10-21 09:46:46.000,2019-09-20 13:00:21.273
665,2,V07,544,544GC,8033259526,803-325-9526,NULL,Rock Hill VA Clinic,stephen.kisslinger@va.gov,UPDATED,2019-09-18 15:02:21.000,2016-10-21 09:56:07.000,2019-09-20 13:00:21.273
666,2,V07,544,544GD,8642245450,864-224-5450,2312,Anderson VA Clinic,tiffany.scott2@va.gov,UPDATED,2019-09-18 15:07:47.000,2016-10-21 09:56:52.000,2019-09-20 13:00:21.273
667,2,V07,544,544GE,8037764000,803-776-4000,2242,Orangeburg VA Clinic,saundra.leonard@va.gov,UPDATED,2019-09-18 14:51:18.000,2016-10-21 09:57:52.000,2019-09-20 13:00:21.273
668,2,V07,544,544GF,8037764000,803-776-4000,2442,Sumter VA Clinic,karly.warren2@va.gov,UPDATE DUE,2019-09-18 14:52:11.000,2016-10-21 09:58:44.000,2019-09-20 13:00:21.273
669,2,V07,544,544GG,8645827025,864-582-7025,2113,Spartanburg VA Clinic,jessica.lawson@va.gov,UPDATED,2019-09-18 15:11:48.000,2016-10-21 09:59:28.000,2019-09-20 13:00:21.273
670,2,V07,557,557GB,4782721210,478-272-1210,2199,Albany VA Clinic,diane.webb2@va.gov,UPDATED,2019-09-18 15:06:23.000,2016-10-21 10:00:21.000,2019-09-20 13:00:21.273
671,2,V07,557,557GA,4782721210,478-272-1210,2199,Macon VA Clinic,diane.webb2@va.gov,UPDATED,2019-09-18 15:06:19.000,2016-10-21 10:01:02.000,2019-09-20 13:00:21.273
672,2,V07,557,557GC,4782721210,478-272-1210,2199,Milledgeville VA Clinic,diane.webb2@va.gov,UPDATED,2019-09-18 15:06:24.000,2016-10-21 10:01:40.000,2019-09-20 13:00:21.273
673,2,V07,557,557GE,4782721210,478-272-1210,2199,Brunswick VA Clinic,diane.webb2@va.gov,UPDATED,2019-09-19 13:34:58.000,2016-10-21 10:02:19.000,2019-09-20 13:00:21.273
674,2,V07,557,557HA,4782721210,478-272-1210,2199,Perry VA Clinic,diane.webb2@va.gov,UPDATED,2019-09-18 15:05:18.000,2016-10-21 10:02:52.000,2019-09-20 13:00:21.273
675,2,V07,619,619A4,3347270550,334-727-0550,3824,Central Alabama VA Medical Center-Tuskegee,bertha.baker@va.gov,UPDATE DUE,2019-09-18 15:02:06.000,2016-10-21 10:03:42.000,2019-09-20 13:00:21.273
676,2,V07,619,619GA,7062577205,706-257-7205,7290,Columbus VA Clinic,angela.houston@va.gov,UPDATED,2019-08-09 22:20:12.000,2016-10-21 10:05:06.000,2019-09-20 13:00:21.273
677,2,V07,619,619GB,3345037801,334-503-7801,NULL,Dothan 1 VA Clinic,jason.lawford@va.gov,UPDATE DUE,2019-09-18 15:07:48.000,2016-10-21 10:05:50.000,2019-09-20 13:00:21.273
678,2,V07,619,619GD,3342724670,334-272-4670,7831,Wiregrass VA Clinic,sharon.brown11@va.gov,UPDATED,2019-09-18 15:21:09.000,2016-10-21 10:06:30.000,2019-09-20 13:00:21.273
679,2,V07,619,619GE,2517435891,251-743-5891,5885,Monroe County VA Clinic,rene.grimes@va.gov,UPDATED,2019-09-18 15:21:10.000,2016-10-21 10:07:05.000,2019-09-20 13:00:21.273
680,2,V07,619,619QB,7062577205,706-257-7205,NULL,Fort Benning VA Clinic,peggy.sanford@va.gov,UPDATE DUE,2019-09-18 15:03:38.000,2016-10-21 10:07:43.000,2019-09-20 13:00:21.273
681,2,V07,619,619GF,3342724670,334-272-4670,2484,Central Alabama Montgomery VA Clinic,adrienne.ervin@va.gov,UPDATE DUE,2019-09-06 22:32:15.000,2016-10-21 10:08:35.000,2019-09-20 13:00:21.273
682,4,V16,564,564BY,4178914800,417-891-4800,64515,Gene Taylor Veterans' Outpatient Clinic,anna.hertel2@va.gov,UPDATED,2019-08-18 02:25:21.000,2016-10-21 10:14:36.000,2019-09-20 13:00:21.273
683,4,V16,564,564GB,4794412600,479-441-2600,62807,Fort Smith VA Clinic,candace.merritt@va.gov,UPDATE DUE,2019-09-15 02:26:21.000,2016-10-21 10:15:42.000,2019-09-20 13:00:21.273
684,4,V16,564,564GA,4172432300,417-243-2300,62018,Harrison VA Clinic,robert.bronson@va.gov,UPDATE DUE,2019-09-06 22:15:41.000,2016-10-21 10:21:33.000,2019-09-20 13:00:21.273
685,4,V16,564,564GC,4172432300,417-243-2300,62018,Branson VA Clinic,robert.bronson@va.gov,UPDATE DUE,2019-09-14 19:18:37.000,2016-10-21 10:22:26.000,2019-09-20 13:00:21.273
686,4,V16,564,564GD,4795081000,479-508-1000,60930,Ozark VA Clinic,ronda.gray@va.gov,UPDATED,2019-09-15 02:26:58.000,2016-10-21 10:23:15.000,2019-09-20 13:00:21.273
687,4,V16,564,564GE,4794445048,479-444-5048,65048,Jay VA Clinic,tori.harris@va.gov,UPDATED,2019-09-15 02:31:40.000,2016-10-21 10:24:04.000,2019-09-20 13:00:21.273
688,2,V07,521,521GC,2563819055,256-381-9055,7853,Shoals (Florence) VA Clinic,brenda.bitterman@va.gov,UPDATED,2019-09-13 22:35:45.000,2016-10-21 11:34:15.000,2019-09-20 13:00:21.273
689,4,V19,442,442GC,3077787349,307-778-7349,NULL,Fort Collins VA Clinic,dawn.starr@va.gov,UPDATED,2019-08-17 19:55:14.000,2016-10-21 12:00:33.000,2019-09-20 13:00:21.273
690,4,V19,442,442GD,3077787349,307-778-7349,NULL,Greeley VA Clinic,dawn.starr@va.gov,UPDATED,2019-08-25 02:35:52.000,2016-10-21 12:02:25.000,2019-09-20 13:00:21.273
691,1,V02,526,526,7185849000,718-584-9000,5172,James J. Peters Department of Veterans Affairs Medical Center,anthony.miszkiewicz@va.gov,UPDATE DUE,2019-09-16 23:46:14.000,2016-10-21 12:06:54.000,2019-09-20 13:00:21.273
692,1,V02,526,526GA,7185849000,718-584-9000,5237,White Plains VA Clinic,vanessa.hiraldo@va.gov,UPDATE DUE,2019-09-16 23:46:13.000,2016-10-21 12:07:43.000,2019-09-20 13:00:21.273
693,1,V02,526,526GB,7185849000,718-584-9000,5237,Yonkers VA Clinic,vanessa.hiraldo@va.gov,UPDATE DUE,2019-09-16 23:46:13.000,2016-10-21 12:08:17.000,2019-09-20 13:00:21.273
694,1,V01,608,608GA,6036244366,603-624-4366,3199,Portsmouth VA Clinic,rosamaria.pellegrino@va.gov,UPDATED,2019-09-16 15:03:19.000,2016-10-21 12:44:38.000,2019-09-20 13:00:21.273
695,1,V01,608,608GC,6036244366,603-624-4366,3199,Somersworth VA Clinic,rosamaria.pellegrino@va.gov,UPDATED,2019-08-18 00:40:15.000,2016-10-21 12:46:35.000,2019-09-20 13:00:21.273
696,1,V01,608,608HA,6036244366,603-624-4366,3199,Tilton VA Clinic,rosamaria.pellegrino@va.gov,UPDATED,2019-09-08 00:45:28.000,2016-10-21 12:47:46.000,2019-09-20 13:00:21.273
697,3,V12,550,550BY,2175547343,217-554-7343,NULL,Bob Michel Department of Veterans Affairs Outpatient Clinic,michael.clayton@va.gov,UPDATED,2019-08-11 02:21:32.000,2016-10-21 13:57:04.000,2019-09-20 13:00:21.273
698,3,V12,550,550GA,2175545794,217-554-5794,NULL,Decatur VA Clinic,michael.clayton@va.gov,UPDATED,2019-09-18 17:35:18.000,2016-10-21 13:57:53.000,2019-09-20 13:00:21.273
699,3,V12,550,550GC,3179882770,317-988-2770,NULL,West Lafayette VA Clinic,indmhadminoffice@va.gov,UPDATED,2019-08-11 02:25:38.000,2016-10-21 13:58:38.000,2019-09-20 13:00:21.273
700,3,V12,550,550GD,2175545794,217-554-5794,NULL,Springfield VA Clinic,michael.clayton@va.gov,UPDATED,2019-08-21 17:31:50.000,2016-10-21 14:16:17.000,2019-09-20 13:00:21.273
701,3,V12,550,550GF,2175545794,217-554-5794,NULL,Charleston VA Clinic,michael.clayton@va.gov,UPDATED,2019-09-15 02:26:53.000,2016-10-21 14:17:12.000,2019-09-20 13:00:21.273
702,3,V12,556,556GA,8478696315,847-869-6315,3,Evanston VA Clinic,shari.kennedy@va.gov,UPDATED,2019-09-18 17:27:22.000,2016-10-21 14:28:37.000,2019-09-20 13:00:21.273
703,3,V12,556,556GC,8157592306,815-759-2306,3,McHenry VA Clinic,shari.kennedy@va.gov,UPDATED,2019-09-16 12:16:36.000,2016-10-21 14:29:33.000,2019-09-20 13:00:21.273
704,3,V12,556,556GD,2626539286,262-653-9286,3,Kenosha VA Clinic,shari.kennedy@va.gov,UPDATED,2019-09-18 17:40:53.000,2016-10-21 14:30:18.000,2019-09-20 13:00:21.273
705,5,V20,653,653GA,5417568002,541-756-8002,NULL,North Bend VA Clinic,jana.pickering@va.gov,UPDATED,2019-09-14 20:21:22.000,2016-10-21 14:31:01.000,2019-09-20 13:00:21.273
706,3,V12,578,578,7082022002,708-202-2002,NULL,Edward Hines Junior Hospital,thomas.nutter2@va.gov,UPDATE DUE,2019-09-18 17:55:45.000,2016-10-21 14:31:43.000,2019-09-20 13:00:21.273
707,5,V20,653,653BY,5412420440,541-242-0440,NULL,Eugene VA Clinic,charity.mcsperitt@va.gov,PENDING POC,2019-05-17 21:50:41.000,2016-10-21 14:31:46.000,2019-09-20 13:00:21.273
708,5,V20,653,653GB,5414401257,541-440-1257,NULL,Brookings VA Clinic,charity.mcsperitt@va.gov,PENDING POC,2019-05-17 22:04:33.000,2016-10-21 14:32:12.000,2019-09-20 13:00:21.273
709,3,V12,578,578GA,7082022002,708-202-2002,NULL,Joliet VA Clinic,thomas.nutter2@va.gov,UPDATE DUE,2019-09-18 18:15:47.000,2016-10-21 14:32:25.000,2019-09-20 13:00:21.273
710,4,V19,635,635,4054561000,405-456-1000,NULL,Oklahoma City VA Medical Center,mark.lucas2@va.gov,UPDATED,2019-09-14 20:05:35.000,2016-10-21 14:32:26.000,2019-09-20 13:00:21.273
711,3,V12,578,578GC,7082022002,708-202-2002,NULL,Kankakee County VA Clinic,thomas.nutter2@va.gov,UPDATE DUE,2019-09-18 17:55:45.000,2016-10-21 14:33:08.000,2019-09-20 13:00:21.273
712,4,V19,635,635GA,5805855713,580-585-5713,NULL,Lawton VA Clinic,mark.lucas2@va.gov,UPDATED,2019-09-14 20:00:40.000,2016-10-21 14:33:25.000,2019-09-20 13:00:21.273
713,3,V12,578,578GD,7082022002,708-202-2002,NULL,Aurora VA Clinic,thomas.nutter2@va.gov,UPDATE DUE,2019-09-15 02:11:32.000,2016-10-21 14:33:43.000,2019-09-20 13:00:21.273
714,3,V12,578,578GE,7082022002,708-202-2002,NULL,Hoffman Estates VA Clinic,thomas.nutter2@va.gov,UPDATE DUE,2019-09-18 18:01:19.000,2016-10-21 14:34:16.000,2019-09-20 13:00:21.273
715,4,V19,635,635GB,4054561000,405-456-1000,NULL,Wichita Falls VA Clinic,mark.lucas2@va.gov,UPDATED,2019-09-14 20:05:35.000,2016-10-21 14:34:25.000,2019-09-20 13:00:21.273
716,3,V12,578,578GF,7082022002,708-202-2002,NULL,LaSalle VA Clinic,thomas.nutter2@va.gov,UPDATE DUE,2019-09-18 18:01:19.000,2016-10-21 14:34:49.000,2019-09-20 13:00:21.273
717,3,V12,578,578GG,7082022002,708-202-2002,NULL,Oak Lawn VA Clinic,thomas.nutter2@va.gov,UPDATE DUE,2019-09-18 18:05:44.000,2016-10-21 14:35:20.000,2019-09-20 13:00:21.273
718,4,V19,635,635GD,4054561000,405-456-1000,NULL,Ada VA Clinic,mark.lucas2@va.gov,UPDATED,2019-08-25 02:36:00.000,2016-10-21 14:36:19.000,2019-09-20 13:00:21.273
719,3,V12,607,607GC,8884788321,888-478-8321,17084,Janesville VA Clinic,christina.sitton@va.gov,UPDATED,2019-08-07 17:51:11.000,2016-10-21 14:39:35.000,2019-09-20 13:00:21.273
720,4,V19,635,635GE,4054561000,405-456-1000,NULL,Stillwater VA Clinic,mark.lucas2@va.gov,UPDATED,2019-08-17 19:56:40.000,2016-10-21 14:39:41.000,2019-09-20 13:00:21.273
721,3,V12,607,607GE,8884788321,888-478-8321,17084,Beaver Dam VA Clinic,christina.sitton@va.gov,UPDATED,2019-09-15 02:27:04.000,2016-10-21 14:40:15.000,2019-09-20 13:00:21.273
722,3,V12,607,607HA,8884788321,888-478-8321,17084,Rockford VA Clinic,christina.sitton@va.gov,UPDATED,2019-09-15 02:26:46.000,2016-10-21 14:40:52.000,2019-09-20 13:00:21.273
723,3,V12,607,607GD,8884788321,888-478-8321,17084,Baraboo VA Clinic,christina.sitton@va.gov,UPDATED,2019-09-18 18:00:50.000,2016-10-21 14:41:28.000,2019-09-20 13:00:21.273
724,3,V12,607,607GF,8884788321,888-478-8321,17084,Freeport VA Clinic,christina.sitton@va.gov,UPDATED,2019-09-11 18:00:54.000,2016-10-21 14:42:01.000,2019-09-20 13:00:21.273
725,4,V19,635,635HB,4054561000,405-456-1000,NULL,Ardmore VA Clinic,mark.lucas2@va.gov,UPDATED,2019-09-07 20:00:24.000,2016-10-21 14:43:08.000,2019-09-20 13:00:21.273
726,4,V19,635,635QB,4054561000,405-456-1000,NULL,South Oklahoma City VA Clinic,mark.lucas2@va.gov,UPDATED,2019-08-10 20:00:17.000,2016-10-21 14:44:54.000,2019-09-20 13:00:21.273
727,3,V12,695,695BY,4143842000,414-384-2000,42098,John H. Bradley Department of Veterans Affairs Outpatient Clinic,penny.romasko@va.gov,UPDATE DUE,2019-09-08 02:26:36.000,2016-10-21 14:45:49.000,2019-09-20 13:00:21.273
728,4,V16,586,586GB,6014823275,601-482-3275,219,Meridian VA Clinic,evelyn.jackson@va.gov,UPDATE DUE,2019-09-14 19:35:48.000,2016-10-21 14:46:10.000,2019-09-20 13:00:21.273
729,4,V16,586,586GA,6622892880,662-289-2880,NULL,Kosciusko VA Clinic,evelyn.jackson@va.gov,UPDATE DUE,2019-09-14 19:35:44.000,2016-10-21 14:53:12.000,2019-09-20 13:00:21.273
730,4,V16,586,586GD,6012963506,601-296-3506,NULL,Hattiesburg VA Clinic,evelyn.jackson@va.gov,UPDATE DUE,2019-09-14 19:35:48.000,2016-10-21 14:56:01.000,2019-09-20 13:00:21.273
731,4,V16,586,586GE,6014427141,601-442-7141,NULL,Natchez VA Clinic,evelyn.jackson@va.gov,UPDATE DUE,2019-09-14 19:35:42.000,2016-10-21 14:56:50.000,2019-09-20 13:00:21.273
732,4,V16,586,586GG,6012500965,601-250-0965,NULL,McComb VA Clinic,evelyn.jackson@va.gov,UPDATE DUE,2019-09-14 19:35:49.000,2016-10-21 14:57:44.000,2019-09-20 13:00:21.273
733,4,V16,586,586GF,6622440391,662-244-0391,NULL,Columbus VA Clinic,evelyn.jackson@va.gov,UPDATE DUE,2019-09-14 19:36:50.000,2016-10-21 14:59:55.000,2019-09-20 13:00:21.273
734,4,V16,586,586GC,6013624471,601-362-4471,53143,Greenville VA Clinic,evelyn.jackson@va.gov,UPDATE DUE,2019-09-14 19:36:50.000,2016-10-21 15:04:58.000,2019-09-20 13:00:21.273
735,1,V02,528,528G4,6076644364,607-664-4364,NULL,Elmira VA Clinic,beth.hutcheson@va.gov,UPDATED,2019-09-16 08:27:14.000,2016-10-21 15:05:19.000,2019-09-20 13:00:21.273
736,1,V02,528,528G8,6076644300,607-664-4300,NULL,Wellsville VA Clinic,beth.hutcheson@va.gov,UPDATED,2019-09-16 08:26:57.000,2016-10-21 15:08:17.000,2019-09-20 13:00:21.273
737,3,V12,695,695GA,4143842000,414-384-2000,42098,Union Grove VA Clinic,penny.romasko@va.gov,UPDATE DUE,2019-09-18 17:40:55.000,2016-10-21 15:13:28.000,2019-09-20 13:00:21.273
738,3,V12,695,695GC,4143842000,414-384-2000,42098,Cleveland VA Clinic,penny.romasko@va.gov,PENDING POC,2019-07-10 17:30:31.000,2016-10-21 15:14:12.000,2019-09-20 13:00:21.273
739,3,V12,695,695GD,4143842000,414-384-2000,42098,Milo C. Huempfner Department of Veterans Affairs Outpatient Clinic,penny.romasko@va.gov,PENDING POC,2019-07-10 17:30:33.000,2016-10-21 15:14:59.000,2019-09-20 13:00:21.273
740,4,V19,660,660GA,2082326214,208-232-6214,6078,Pocatello VA Clinic,barbara.chalmers-bartlett@va.gov,UPDATED,2019-09-15 02:40:31.000,2016-10-21 15:29:13.000,2019-09-20 13:00:21.273
741,4,V19,660,660GB,8014794105,801-479-4105,6135,Ogden VA Clinic,barbara.chalmers-bartlett@va.gov,UPDATED,2019-09-14 20:05:37.000,2016-10-21 15:30:33.000,2019-09-20 13:00:21.273
742,4,V19,660,660GE,8012350953,801-235-0953,NULL,Orem VA Clinic,mark.manley@va.gov,UPDATED,2019-07-06 19:55:45.000,2016-10-21 15:31:31.000,2019-09-20 13:00:21.273
743,4,V19,660,660GG,4356347608,435-634-7608,6005,St. George VA Clinic,mark.manley@va.gov,UPDATED,2019-09-14 20:01:32.000,2016-10-21 15:32:24.000,2019-09-20 13:00:21.273
